Query_ID,Index_Name,Evaluation_Date,Precision@1,Recall@1,F1-Score@1,Precision@2,Recall@2,F1-Score@2,Precision@3,Recall@3,F1-Score@3,Precision@4,Recall@4,F1-Score@4,Precision@5,Recall@5,F1-Score@5,Precision@6,Recall@6,F1-Score@6,Precision@7,Recall@7,F1-Score@7,Precision@8,Recall@8,F1-Score@8,Precision@9,Recall@9,F1-Score@9,Precision@10,Recall@10,F1-Score@10,Precision@11,Recall@11,F1-Score@11,Precision@12,Recall@12,F1-Score@12,Precision@13,Recall@13,F1-Score@13,Precision@14,Recall@14,F1-Score@14,Precision@15,Recall@15,F1-Score@15,Precision@16,Recall@16,F1-Score@16,Precision@17,Recall@17,F1-Score@17,Precision@18,Recall@18,F1-Score@18,Precision@19,Recall@19,F1-Score@19,Precision@20,Recall@20,F1-Score@20,Average_Precision
Q1,aphorisms_basic,2026-01-09T22:51:22.827715,1.0,0.07142857142857142,0.13333333333333333,1.0,0.14285714285714285,0.25,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.5,0.14285714285714285,0.22222222222222224,0.4,0.14285714285714285,0.21052631578947364,0.3333333333333333,0.14285714285714285,0.2,0.2857142857142857,0.14285714285714285,0.19047619047619047,0.375,0.21428571428571427,0.2727272727272727,0.4444444444444444,0.2857142857142857,0.34782608695652173,0.5,0.35714285714285715,0.41666666666666663,0.45454545454545453,0.35714285714285715,0.4,0.4166666666666667,0.35714285714285715,0.3846153846153846,0.38461538461538464,0.35714285714285715,0.3703703703703704,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.3333333333333333,0.35714285714285715,0.3448275862068965,0.375,0.42857142857142855,0.39999999999999997,0.35294117647058826,0.42857142857142855,0.3870967741935484,0.3333333333333333,0.42857142857142855,0.375,0.3157894736842105,0.42857142857142855,0.36363636363636365,0.3,0.42857142857142855,0.3529411764705882,0.6157407407407408
Q1,aphorisms_stemmed,2026-01-09T22:51:22.827744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.07142857142857142,0.11111111111111112,0.2,0.07142857142857142,0.10526315789473682,0.16666666666666666,0.07142857142857142,0.1,0.14285714285714285,0.07142857142857142,0.09523809523809523,0.25,0.14285714285714285,0.18181818181818182,0.2222222222222222,0.14285714285714285,0.17391304347826086,0.2,0.14285714285714285,0.16666666666666666,0.2727272727272727,0.21428571428571427,0.23999999999999996,0.25,0.21428571428571427,0.23076923076923075,0.23076923076923078,0.21428571428571427,0.22222222222222224,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.26666666666666666,0.2857142857142857,0.2758620689655172,0.25,0.2857142857142857,0.26666666666666666,0.23529411764705882,0.2857142857142857,0.2580645161290323,0.2222222222222222,0.2857142857142857,0.25,0.21052631578947367,0.2857142857142857,0.24242424242424243,0.2,0.2857142857142857,0.23529411764705882,0.26461038961038963
Q1,aphorisms_bigram,2026-01-09T22:51:22.827753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.07142857142857142,0.11111111111111112,0.4,0.14285714285714285,0.21052631578947364,0.3333333333333333,0.14285714285714285,0.2,0.2857142857142857,0.14285714285714285,0.19047619047619047,0.25,0.14285714285714285,0.18181818181818182,0.2222222222222222,0.14285714285714285,0.17391304347826086,0.2,0.14285714285714285,0.16666666666666666,0.18181818181818182,0.14285714285714285,0.16,0.16666666666666666,0.14285714285714285,0.15384615384615383,0.15384615384615385,0.14285714285714285,0.14814814814814817,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.13333333333333333,0.14285714285714285,0.1379310344827586,0.125,0.14285714285714285,0.13333333333333333,0.17647058823529413,0.21428571428571427,0.1935483870967742,0.2222222222222222,0.2857142857142857,0.25,0.21052631578947367,0.2857142857142857,0.24242424242424243,0.2,0.2857142857142857,0.23529411764705882,0.2621732026143791
Q1,aphorisms_embeddings_1,2026-01-09T22:51:22.827760,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.07142857142857142,0.11764705882352941,0.5,0.14285714285714285,0.22222222222222224,0.4,0.14285714285714285,0.21052631578947364,0.3333333333333333,0.14285714285714285,0.2,0.2857142857142857,0.14285714285714285,0.19047619047619047,0.25,0.14285714285714285,0.18181818181818182,0.3333333333333333,0.21428571428571427,0.2608695652173913,0.3,0.21428571428571427,0.25,0.2727272727272727,0.21428571428571427,0.23999999999999996,0.25,0.21428571428571427,0.23076923076923075,0.3076923076923077,0.2857142857142857,0.29629629629629634,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.26666666666666666,0.2857142857142857,0.2758620689655172,0.25,0.2857142857142857,0.26666666666666666,0.23529411764705882,0.2857142857142857,0.2580645161290323,0.2222222222222222,0.2857142857142857,0.25,0.2631578947368421,0.35714285714285715,0.30303030303030304,0.25,0.35714285714285715,0.2941176470588235,0.3475033738191633
Q1,aphorisms_embeddings_2,2026-01-09T22:51:22.827767,0.0,0.0,0.0,0.5,0.07142857142857142,0.125,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.5,0.14285714285714285,0.22222222222222224,0.4,0.14285714285714285,0.21052631578947364,0.5,0.21428571428571427,0.3,0.42857142857142855,0.21428571428571427,0.2857142857142857,0.5,0.2857142857142857,0.36363636363636365,0.4444444444444444,0.2857142857142857,0.34782608695652173,0.4,0.2857142857142857,0.3333333333333333,0.45454545454545453,0.35714285714285715,0.4,0.4166666666666667,0.35714285714285715,0.3846153846153846,0.46153846153846156,0.42857142857142855,0.4444444444444445,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.4,0.42857142857142855,0.4137931034482759,0.375,0.42857142857142855,0.39999999999999997,0.35294117647058826,0.42857142857142855,0.3870967741935484,0.3333333333333333,0.42857142857142855,0.375,0.3684210526315789,0.5,0.4242424242424242,0.35,0.5,0.4117647058823529,0.4930245193403088
Q1,aphorisms_hybrid,2026-01-09T22:51:22.827773,1.0,0.07142857142857142,0.13333333333333333,1.0,0.14285714285714285,0.25,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.5,0.14285714285714285,0.22222222222222224,0.4,0.14285714285714285,0.21052631578947364,0.5,0.21428571428571427,0.3,0.5714285714285714,0.2857142857142857,0.38095238095238093,0.5,0.2857142857142857,0.36363636363636365,0.4444444444444444,0.2857142857142857,0.34782608695652173,0.4,0.2857142857142857,0.3333333333333333,0.45454545454545453,0.35714285714285715,0.4,0.4166666666666667,0.35714285714285715,0.3846153846153846,0.38461538461538464,0.35714285714285715,0.3703703703703704,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.4,0.42857142857142855,0.4137931034482759,0.375,0.42857142857142855,0.39999999999999997,0.35294117647058826,0.42857142857142855,0.3870967741935484,0.3888888888888889,0.5,0.43750000000000006,0.3684210526315789,0.5,0.4242424242424242,0.35,0.5,0.4117647058823529,0.6204906204906205
Q2,aphorisms_basic,2026-01-09T22:51:22.827779,1.0,0.0625,0.11764705882352941,1.0,0.125,0.2222222222222222,1.0,0.1875,0.3157894736842105,0.75,0.1875,0.3,0.6,0.1875,0.2857142857142857,0.6666666666666666,0.25,0.36363636363636365,0.7142857142857143,0.3125,0.43478260869565216,0.625,0.3125,0.4166666666666667,0.6666666666666666,0.375,0.4800000000000001,0.6,0.375,0.4615384615384615,0.6363636363636364,0.4375,0.5185185185185185,0.6666666666666666,0.5,0.5714285714285715,0.6153846153846154,0.5,0.5517241379310345,0.6428571428571429,0.5625,0.6000000000000001,0.6,0.5625,0.5806451612903225,0.625,0.625,0.625,0.6470588235294118,0.6875,0.6666666666666667,0.6111111111111112,0.6875,0.6470588235294118,0.5789473684210527,0.6875,0.6285714285714286,0.55,0.6875,0.6111111111111112,0.751415028821446
Q2,aphorisms_stemmed,2026-01-09T22:51:22.827785,0.0,0.0,0.0,0.5,0.0625,0.1111111111111111,0.6666666666666666,0.125,0.21052631578947367,0.5,0.125,0.2,0.6,0.1875,0.2857142857142857,0.5,0.1875,0.2727272727272727,0.5714285714285714,0.25,0.34782608695652173,0.5,0.25,0.3333333333333333,0.5555555555555556,0.3125,0.39999999999999997,0.6,0.375,0.4615384615384615,0.5454545454545454,0.375,0.4444444444444444,0.5833333333333334,0.4375,0.5,0.5384615384615384,0.4375,0.4827586206896552,0.5,0.4375,0.4666666666666667,0.4666666666666667,0.4375,0.45161290322580644,0.4375,0.4375,0.4375,0.4117647058823529,0.4375,0.42424242424242425,0.3888888888888889,0.4375,0.411764705882353,0.3684210526315789,0.4375,0.39999999999999997,0.35,0.4375,0.38888888888888884,0.5824263038548753
Q2,aphorisms_bigram,2026-01-09T22:51:22.827790,1.0,0.0625,0.11764705882352941,0.5,0.0625,0.1111111111111111,0.6666666666666666,0.125,0.21052631578947367,0.75,0.1875,0.3,0.6,0.1875,0.2857142857142857,0.6666666666666666,0.25,0.36363636363636365,0.5714285714285714,0.25,0.34782608695652173,0.625,0.3125,0.4166666666666667,0.6666666666666666,0.375,0.4800000000000001,0.6,0.375,0.4615384615384615,0.5454545454545454,0.375,0.4444444444444444,0.5833333333333334,0.4375,0.5,0.6153846153846154,0.5,0.5517241379310345,0.6428571428571429,0.5625,0.6000000000000001,0.6,0.5625,0.5806451612903225,0.625,0.625,0.625,0.5882352941176471,0.625,0.6060606060606061,0.6111111111111112,0.6875,0.6470588235294118,0.5789473684210527,0.6875,0.6285714285714286,0.6,0.75,0.6666666666666665,0.6710571835571836
Q2,aphorisms_embeddings_1,2026-01-09T22:51:22.827797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0625,0.07407407407407407,0.08333333333333333,0.0625,0.07142857142857144,0.07692307692307693,0.0625,0.06896551724137931,0.07142857142857142,0.0625,0.06666666666666667,0.13333333333333333,0.125,0.12903225806451615,0.125,0.125,0.125,0.11764705882352941,0.125,0.12121212121212122,0.16666666666666666,0.1875,0.17647058823529413,0.15789473684210525,0.1875,0.17142857142857143,0.15,0.1875,0.16666666666666663,0.13030303030303028
